Time, Stroke, Point, x, y
3062.171, 0, 0, 887.4114, 457.7657
3064.166, 0, 1, 887.4114, 457.7657
3065.164, 0, 2, 887.4114, 457.7657
3066.161, 0, 3, 887.4114, 457.7657
3067.158, 0, 4, 887.4114, 459.9455
3068.156, 0, 5, 887.4114, 459.9455
3069.152, 0, 6, 887.4114, 459.9455
3070.15, 0, 7, 887.4114, 459.9455
3071.148, 0, 8, 887.4114, 459.9455
3072.145, 0, 9, 887.4114, 459.9455
3073.142, 0, 10, 887.4114, 459.9455
3073.142, 0, 11, 887.4114, 459.9455
3074.139, 0, 12, 887.4114, 459.9455
3076.134, 0, 13, 889.5913, 462.1253
3077.132, 0, 14, 889.5913, 462.1253
3078.128, 0, 15, 889.5913, 462.1253
3079.126, 0, 16, 889.5913, 462.1253
3080.124, 0, 17, 889.5913, 462.1253
3080.124, 0, 18, 889.5913, 462.1253
3081.121, 0, 19, 889.5913, 462.1253
3082.118, 0, 20, 889.5913, 462.1253
3083.115, 0, 21, 889.5913, 462.1253
3084.113, 0, 22, 889.5913, 462.1253
3085.11, 0, 23, 889.5913, 462.1253
3089.1, 0, 24, 889.5913, 462.1253
3089.1, 0, 25, 889.5913, 462.1253
3090.097, 0, 26, 889.5913, 462.1253
3092.092, 0, 27, 889.5913, 464.3052
3093.089, 0, 28, 889.5913, 464.3052
3094.086, 0, 29, 889.5913, 464.3052
3094.086, 0, 30, 889.5913, 464.3052
3095.084, 0, 31, 889.5913, 464.3052
3096.081, 0, 32, 889.5913, 464.3052
3097.078, 0, 33, 889.5913, 464.3052
3098.076, 0, 34, 889.5913, 464.3052
3099.073, 0, 35, 889.5913, 466.485
3100.07, 0, 36, 889.5913, 466.485
3101.068, 0, 37, 889.5913, 466.485
3102.065, 0, 38, 889.5913, 466.485
3103.516, 0, 39, 889.5913, 466.485
3104.517, 0, 40, 889.5913, 466.485
3105.515, 0, 41, 889.5913, 466.485
3106.512, 0, 42, 889.5913, 466.485
3107.509, 0, 43, 891.7711, 468.6649
3108.506, 0, 44, 891.7711, 468.6649
3109.504, 0, 45, 891.7711, 468.6649
3110.501, 0, 46, 891.7711, 468.6649
3111.498, 0, 47, 891.7711, 468.6649
3112.495, 0, 48, 891.7711, 468.6649
3113.493, 0, 49, 891.7711, 468.6649
3113.493, 0, 50, 891.7711, 468.6649
3115.488, 0, 51, 896.1308, 470.8447
3116.485, 0, 52, 896.1308, 470.8447
3117.483, 0, 53, 896.1308, 470.8447
3118.48, 0, 54, 896.1308, 470.8447
3119.477, 0, 55, 896.1308, 470.8447
3119.477, 0, 56, 896.1308, 470.8447
3120.475, 0, 57, 896.1308, 470.8447
3121.472, 0, 58, 896.1308, 470.8447
3123.466, 0, 59, 900.4905, 473.0245
3124.464, 0, 60, 900.4905, 473.0245
3124.464, 0, 61, 900.4905, 473.0245
3125.461, 0, 62, 900.4905, 473.0245
