Time, Stroke, Point, x, y
10372.56, 0, 0, 728.2834, 235.4223
10373.55, 0, 1, 728.2834, 235.4223
10374.55, 0, 2, 728.2834, 235.4223
10375.55, 0, 3, 728.2834, 235.4223
10376.55, 0, 4, 728.2834, 235.4223
10377.54, 0, 5, 728.2834, 235.4223
10378.54, 0, 6, 728.2834, 235.4223
10379.54, 0, 7, 728.2834, 235.4223
10380.53, 0, 8, 728.2834, 235.4223
10381.53, 0, 9, 728.2834, 235.4223
10382.53, 0, 10, 728.2834, 235.4223
10383.53, 0, 11, 728.2834, 235.4223
10384.52, 0, 12, 728.2834, 235.4223
10385.52, 0, 13, 728.2834, 235.4223
10386.52, 0, 14, 728.2834, 235.4223
10387.52, 0, 15, 728.2834, 235.4223
10388.51, 0, 16, 728.2834, 235.4223
10389.51, 0, 17, 728.2834, 235.4223
10390.51, 0, 18, 728.2834, 235.4223
10391.51, 0, 19, 728.2834, 235.4223
10392.5, 0, 20, 728.2834, 235.4223
10393.5, 0, 21, 728.2834, 235.4223
10394.5, 0, 22, 728.2834, 235.4223
10395.49, 0, 23, 728.2834, 235.4223
10396.49, 0, 24, 728.2834, 235.4223
10397.49, 0, 25, 728.2834, 235.4223
10397.49, 0, 26, 728.2834, 235.4223
10398.73, 0, 27, 728.2834, 235.4223
10399.72, 0, 28, 728.2834, 235.4223
10400.72, 0, 29, 728.2834, 235.4223
10401.72, 0, 30, 728.2834, 235.4223
10402.71, 0, 31, 728.2834, 235.4223
10403.71, 0, 32, 728.2834, 235.4223
10404.71, 0, 33, 728.2834, 235.4223
10405.71, 0, 34, 728.2834, 235.4223
10406.7, 0, 35, 728.2834, 235.4223
10407.7, 0, 36, 728.2834, 235.4223
10408.7, 0, 37, 728.2834, 235.4223
10409.7, 0, 38, 728.2834, 235.4223
10410.69, 0, 39, 728.2834, 235.4223
10411.69, 0, 40, 728.2834, 235.4223
10412.69, 0, 41, 728.2834, 235.4223
10413.69, 0, 42, 728.2834, 235.4223
10414.68, 0, 43, 728.2834, 235.4223
10415.68, 0, 44, 728.2834, 235.4223
10416.68, 0, 45, 728.2834, 235.4223
10417.67, 0, 46, 728.2834, 235.4223
10418.67, 0, 47, 728.2834, 235.4223
10419.67, 0, 48, 728.2834, 235.4223
10420.67, 0, 49, 728.2834, 235.4223
10421.66, 0, 50, 728.2834, 235.4223
10422.66, 0, 51, 728.2834, 235.4223
10423.66, 0, 52, 728.2834, 235.4223
10424.66, 0, 53, 728.2834, 235.4223
10425.65, 0, 54, 728.2834, 235.4223
10426.65, 0, 55, 728.2834, 235.4223
10427.65, 0, 56, 728.2834, 235.4223
10428.64, 0, 57, 728.2834, 235.4223
10429.64, 0, 58, 728.2834, 235.4223
10430.64, 0, 59, 728.2834, 235.4223
10430.64, 0, 60, 728.2834, 235.4223
10431.64, 0, 61, 728.2834, 235.4223
10432.63, 0, 62, 728.2834, 235.4223
10433.63, 0, 63, 728.2834, 235.4223
10434.63, 0, 64, 728.2834, 235.4223
10435.63, 0, 65, 728.2834, 235.4223
10436.62, 0, 66, 728.2834, 235.4223
10437.62, 0, 67, 728.2834, 235.4223
10438.62, 0, 68, 728.2834, 235.4223
10439.62, 0, 69, 728.2834, 235.4223
10440.61, 0, 70, 728.2834, 235.4223
10441.61, 0, 71, 728.2834, 235.4223
10442.61, 0, 72, 728.2834, 235.4223
10443.61, 0, 73, 728.2834, 235.4223
10444.6, 0, 74, 728.2834, 235.4223
10445.6, 0, 75, 728.2834, 235.4223
10446.6, 0, 76, 728.2834, 235.4223
10447.59, 0, 77, 728.2834, 235.4223
10448.59, 0, 78, 728.2834, 235.4223
10449.59, 0, 79, 728.2834, 235.4223
10450.59, 0, 80, 728.2834, 235.4223
10451.58, 0, 81, 728.2834, 235.4223
10452.58, 0, 82, 728.2834, 235.4223
10453.58, 0, 83, 728.2834, 235.4223
10454.58, 0, 84, 728.2834, 235.4223
10455.57, 0, 85, 728.2834, 235.4223
10456.57, 0, 86, 728.2834, 235.4223
10457.57, 0, 87, 728.2834, 235.4223
10458.57, 0, 88, 728.2834, 235.4223
10459.56, 0, 89, 728.2834, 235.4223
10460.56, 0, 90, 728.2834, 235.4223
10461.56, 0, 91, 728.2834, 235.4223
10462.55, 0, 92, 728.2834, 235.4223
10463.55, 0, 93, 728.2834, 235.4223
10464.55, 0, 94, 728.2834, 235.4223
10465.55, 0, 95, 728.2834, 235.4223
10466.54, 0, 96, 728.2834, 235.4223
10467.54, 0, 97, 728.2834, 235.4223
10468.54, 0, 98, 728.2834, 235.4223
10469.54, 0, 99, 728.2834, 235.4223
10470.53, 0, 100, 728.2834, 235.4223
10472.53, 0, 101, 728.2834, 235.4223
10473.53, 0, 102, 728.2834, 235.4223
10474.52, 0, 103, 728.2834, 235.4223
10475.52, 0, 104, 728.2834, 235.4223
10476.52, 0, 105, 728.2834, 235.4223
10477.52, 0, 106, 728.2834, 235.4223
10477.52, 0, 107, 728.2834, 235.4223
10478.51, 0, 108, 728.2834, 235.4223
10479.51, 0, 109, 728.2834, 235.4223
10480.51, 0, 110, 728.2834, 235.4223
10481.5, 0, 111, 728.2834, 235.4223
10482.5, 0, 112, 728.2834, 235.4223
10483.5, 0, 113, 728.2834, 235.4223
10484.5, 0, 114, 728.2834, 235.4223
10485.49, 0, 115, 728.2834, 235.4223
10486.49, 0, 116, 728.2834, 235.4223
10487.49, 0, 117, 728.2834, 235.4223
10488.49, 0, 118, 728.2834, 235.4223
10489.48, 0, 119, 728.2834, 235.4223
10490.48, 0, 120, 728.2834, 235.4223
