Time, Stroke, Point, x, y
905.9552, 0, 0, 723.1683, 554.4554
906.9535, 0, 1, 723.1683, 554.4554
907.9508, 0, 2, 723.1683, 557.0957
908.9481, 0, 3, 723.1683, 557.0957
909.9455, 0, 4, 723.1683, 557.0957
910.9426, 0, 5, 723.1683, 557.0957
911.9412, 0, 6, 723.1683, 557.0957
912.9375, 0, 7, 723.1683, 557.0957
913.935, 0, 8, 723.1683, 557.0957
914.9322, 0, 9, 723.1683, 557.0957
915.9296, 0, 10, 723.1683, 557.0957
916.9257, 0, 11, 723.1683, 557.0957
916.9257, 0, 12, 723.1683, 557.0957
917.9239, 0, 13, 723.1683, 557.0957
918.9211, 0, 14, 723.1683, 557.0957
919.9179, 0, 15, 723.1683, 557.0957
920.9162, 0, 16, 723.1683, 557.0957
921.9137, 0, 17, 723.1683, 557.0957
922.9098, 0, 18, 723.1683, 557.0957
923.9072, 0, 19, 723.1683, 557.0957
924.9057, 0, 20, 723.1683, 557.0957
925.9028, 0, 21, 723.1683, 557.0957
926.8992, 0, 22, 723.1683, 557.0957
927.8974, 0, 23, 723.1683, 557.0957
927.8974, 0, 24, 723.1683, 557.0957
928.8938, 0, 25, 723.1683, 557.0957
929.8917, 0, 26, 723.1683, 557.0957
930.8892, 0, 27, 723.1683, 557.0957
931.8868, 0, 28, 723.1683, 557.0957
932.8831, 0, 29, 723.1683, 557.0957
933.8805, 0, 30, 723.1683, 557.0957
934.879, 0, 31, 723.1683, 557.0957
935.8761, 0, 32, 723.1683, 557.0957
936.8723, 0, 33, 723.1683, 557.0957
937.8698, 0, 34, 723.1683, 557.0957
938.8685, 0, 35, 723.1683, 557.0957
939.8644, 0, 36, 723.1683, 557.0957
941.8601, 0, 37, 723.1683, 557.0957
942.8577, 0, 38, 723.1683, 557.0957
942.8577, 0, 39, 723.1683, 557.0957
943.8538, 0, 40, 723.1683, 557.0957
944.8518, 0, 41, 723.1683, 557.0957
945.8485, 0, 42, 723.1683, 557.0957
946.8458, 0, 43, 723.1683, 557.0957
947.8441, 0, 44, 723.1683, 557.0957
948.8405, 0, 45, 723.1683, 559.736
949.8378, 0, 46, 723.1683, 559.736
950.8361, 0, 47, 723.1683, 559.736
951.8333, 0, 48, 723.1683, 559.736
952.8305, 0, 49, 723.1683, 559.736
953.828, 0, 50, 723.1683, 559.736
954.8257, 0, 51, 723.1683, 559.736
954.8257, 0, 52, 723.1683, 559.736
956.8191, 0, 53, 725.8086, 559.736
957.8163, 0, 54, 725.8086, 559.736
958.8136, 0, 55, 725.8086, 559.736
958.8136, 0, 56, 725.8086, 559.736
959.8125, 0, 57, 725.8086, 559.736
960.8085, 0, 58, 725.8086, 559.736
961.8069, 0, 59, 725.8086, 559.736
962.8031, 0, 60, 725.8086, 559.736
963.8014, 0, 61, 725.8086, 559.736
964.7975, 0, 62, 731.0891, 559.736
965.7951, 0, 63, 731.0891, 559.736
966.7935, 0, 64, 731.0891, 559.736
967.7905, 0, 65, 731.0891, 559.736
968.7883, 0, 66, 731.0891, 559.736
969.7856, 0, 67, 731.0891, 559.736
969.7856, 0, 68, 731.0891, 559.736
970.7818, 0, 69, 731.0891, 559.736
972.7773, 0, 70, 739.0099, 565.0165
973.7738, 0, 71, 739.0099, 565.0165
973.7738, 0, 72, 739.0099, 565.0165
974.7711, 0, 73, 739.0099, 565.0165
975.7691, 0, 74, 739.0099, 565.0165
976.7668, 0, 75, 739.0099, 565.0165
977.7639, 0, 76, 739.0099, 565.0165
978.7613, 0, 77, 739.0099, 565.0165
979.7587, 0, 78, 739.0099, 565.0165
980.755, 0, 79, 752.2112, 567.6567
981.7534, 0, 80, 752.2112, 567.6567
982.7496, 0, 81, 752.2112, 567.6567
983.7471, 0, 82, 752.2112, 567.6567
983.7471, 0, 83, 752.2112, 567.6567
984.7444, 0, 84, 752.2112, 567.6567
985.7426, 0, 85, 752.2112, 567.6567
986.7391, 0, 86, 752.2112, 567.6567
987.7364, 0, 87, 752.2112, 567.6567
988.7338, 0, 88, 762.7723, 570.2971
989.7314, 0, 89, 762.7723, 570.2971
990.7285, 0, 90, 762.7723, 570.2971
991.7268, 0, 91, 762.7723, 570.2971
992.724, 0, 92, 762.7723, 570.2971
993.7213, 0, 93, 762.7723, 570.2971
994.7186, 0, 94, 762.7723, 570.2971
995.7161, 0, 95, 762.7723, 570.2971
996.7123, 0, 96, 762.7723, 570.2971
996.7123, 0, 97, 762.7723, 570.2971
997.7097, 0, 98, 762.7723, 570.2971
998.7075, 0, 99, 762.7723, 570.2971
999.7054, 0, 100, 770.6931, 570.2971
1000.702, 0, 101, 770.6931, 570.2971
1001.699, 0, 102, 770.6931, 570.2971
1002.697, 0, 103, 770.6931, 570.2971
1003.695, 0, 104, 770.6931, 570.2971
1004.691, 0, 105, 770.6931, 570.2971
1005.689, 0, 106, 770.6931, 570.2971
1006.687, 0, 107, 770.6931, 570.2971
1007.683, 0, 108, 770.6931, 570.2971
1008.68, 0, 109, 781.2541, 572.9373
1009.679, 0, 110, 781.2541, 572.9373
1010.676, 0, 111, 781.2541, 572.9373
1011.673, 0, 112, 781.2541, 572.9373
1012.67, 0, 113, 781.2541, 572.9373
1012.67, 0, 114, 781.2541, 572.9373
1013.667, 0, 115, 781.2541, 572.9373
1014.665, 0, 116, 781.2541, 572.9373
1015.663, 0, 117, 781.2541, 572.9373
1016.66, 0, 118, 791.8152, 572.9373
1017.656, 0, 119, 791.8152, 572.9373
1018.654, 0, 120, 791.8152, 572.9373
1019.652, 0, 121, 791.8152, 572.9373
1020.649, 0, 122, 791.8152, 572.9373
1021.647, 0, 123, 791.8152, 572.9373
1022.644, 0, 124, 791.8152, 572.9373
1023.64, 0, 125, 791.8152, 572.9373
1024.638, 0, 126, 802.3762, 578.2178
1025.635, 0, 127, 802.3762, 578.2178
1026.632, 0, 128, 802.3762, 578.2178
1026.632, 0, 129, 802.3762, 578.2178
1027.63, 0, 130, 802.3762, 578.2178
1028.628, 0, 131, 802.3762, 578.2178
1029.625, 0, 132, 802.3762, 578.2178
1030.622, 0, 133, 802.3762, 578.2178
1031.619, 0, 134, 802.3762, 578.2178
1032.618, 0, 135, 823.4984, 583.4984
1033.614, 0, 136, 823.4984, 583.4984
1034.611, 0, 137, 823.4984, 583.4984
1035.609, 0, 138, 823.4984, 583.4984
1036.606, 0, 139, 823.4984, 583.4984
1037.603, 0, 140, 823.4984, 583.4984
1038.6, 0, 141, 823.4984, 583.4984
1038.6, 0, 142, 823.4984, 583.4984
1040.595, 0, 143, 836.6996, 586.1386
1040.595, 0, 144, 836.6996, 586.1386
1041.592, 0, 145, 836.6996, 586.1386
1042.59, 0, 146, 836.6996, 586.1386
1043.588, 0, 147, 836.6996, 586.1386
1044.585, 0, 148, 836.6996, 586.1386
1045.582, 0, 149, 836.6996, 586.1386
1046.58, 0, 150, 836.6996, 586.1386
1047.578, 0, 151, 836.6996, 586.1386
1048.573, 0, 152, 847.2607, 588.7789
1049.571, 0, 153, 847.2607, 588.7789
1050.57, 0, 154, 847.2607, 588.7789
1050.57, 0, 155, 847.2607, 588.7789
1051.566, 0, 156, 847.2607, 588.7789
1052.564, 0, 157, 847.2607, 588.7789
1053.562, 0, 158, 847.2607, 588.7789
1054.558, 0, 159, 847.2607, 588.7789
1055.555, 0, 160, 847.2607, 588.7789
1056.553, 0, 161, 863.1023, 591.4191
1057.551, 0, 162, 863.1023, 591.4191
1058.548, 0, 163, 863.1023, 591.4191
1059.544, 0, 164, 863.1023, 591.4191
1060.542, 0, 165, 863.1023, 591.4191
1061.539, 0, 166, 863.1023, 591.4191
1061.539, 0, 167, 863.1023, 591.4191
1062.537, 0, 168, 863.1023, 591.4191
1063.534, 0, 169, 863.1023, 591.4191
1064.532, 0, 170, 878.9439, 594.0594
1065.528, 0, 171, 878.9439, 594.0594
1066.527, 0, 172, 878.9439, 594.0594
1067.524, 0, 173, 878.9439, 594.0594
1068.521, 0, 174, 878.9439, 594.0594
1069.519, 0, 175, 878.9439, 594.0594
1070.515, 0, 176, 878.9439, 594.0594
1071.514, 0, 177, 878.9439, 594.0594
1072.51, 0, 178, 889.5049, 596.6996
1073.508, 0, 179, 889.5049, 596.6996
1074.505, 0, 180, 889.5049, 596.6996
1075.501, 0, 181, 889.5049, 596.6996
1075.501, 0, 182, 889.5049, 596.6996
1076.499, 0, 183, 889.5049, 596.6996
1077.497, 0, 184, 889.5049, 596.6996
1078.494, 0, 185, 889.5049, 596.6996
1079.491, 0, 186, 889.5049, 596.6996
1080.489, 0, 187, 900.066, 596.6996
1081.486, 0, 188, 900.066, 596.6996
1082.484, 0, 189, 900.066, 596.6996
1083.481, 0, 190, 900.066, 596.6996
1084.479, 0, 191, 900.066, 596.6996
1085.476, 0, 192, 900.066, 596.6996
1085.476, 0, 193, 900.066, 596.6996
1086.472, 0, 194, 900.066, 596.6996
1087.47, 0, 195, 900.066, 596.6996
1088.468, 0, 196, 910.6271, 596.6996
1089.464, 0, 197, 910.6271, 596.6996
1090.462, 0, 198, 910.6271, 596.6996
1091.46, 0, 199, 910.6271, 596.6996
1092.457, 0, 200, 910.6271, 596.6996
1093.454, 0, 201, 910.6271, 596.6996
1094.452, 0, 202, 910.6271, 596.6996
1095.449, 0, 203, 910.6271, 596.6996
1096.446, 0, 204, 915.9076, 596.6996
1097.444, 0, 205, 915.9076, 596.6996
1098.441, 0, 206, 915.9076, 596.6996
1099.437, 0, 207, 915.9076, 596.6996
1099.437, 0, 208, 915.9076, 596.6996
1100.435, 0, 209, 915.9076, 596.6996
1101.433, 0, 210, 915.9076, 596.6996
1102.43, 0, 211, 915.9076, 596.6996
1103.428, 0, 212, 915.9076, 596.6996
1104.425, 0, 213, 915.9076, 596.6996
1105.422, 0, 214, 915.9076, 596.6996
1106.42, 0, 215, 915.9076, 596.6996
1107.416, 0, 216, 915.9076, 596.6996
1107.416, 0, 217, 915.9076, 596.6996
1108.414, 0, 218, 915.9076, 596.6996
1109.411, 0, 219, 915.9076, 596.6996
1110.409, 0, 220, 915.9076, 596.6996
1111.407, 0, 221, 915.9076, 596.6996
1112.404, 0, 222, 918.5479, 596.6996
1113.401, 0, 223, 918.5479, 596.6996
1114.398, 0, 224, 918.5479, 596.6996
1115.396, 0, 225, 918.5479, 596.6996
1116.394, 0, 226, 918.5479, 596.6996
1117.39, 0, 227, 918.5479, 596.6996
1117.39, 0, 228, 918.5479, 596.6996
1118.387, 0, 229, 918.5479, 596.6996
1119.384, 0, 230, 918.5479, 596.6996
1120.382, 0, 231, 918.5479, 596.6996
1121.38, 0, 232, 918.5479, 596.6996
1122.377, 0, 233, 918.5479, 596.6996
1123.374, 0, 234, 918.5479, 596.6996
1124.372, 0, 235, 918.5479, 596.6996
1125.368, 0, 236, 918.5479, 596.6996
1125.368, 0, 237, 918.5479, 596.6996
1126.366, 0, 238, 918.5479, 596.6996
1127.364, 0, 239, 918.5479, 596.6996
1128.361, 0, 240, 918.5479, 596.6996
1129.358, 0, 241, 918.5479, 596.6996
1130.356, 0, 242, 918.5479, 596.6996
1131.352, 0, 243, 918.5479, 596.6996
1132.349, 0, 244, 918.5479, 596.6996
1135.342, 0, 245, 918.5479, 596.6996
1136.339, 0, 246, 918.5479, 596.6996
1137.336, 0, 247, 918.5479, 596.6996
1137.336, 0, 248, 918.5479, 596.6996
1138.333, 0, 249, 918.5479, 596.6996
1139.331, 0, 250, 918.5479, 596.6996
1140.329, 0, 251, 918.5479, 596.6996
1141.327, 0, 252, 918.5479, 596.6996
1142.324, 0, 253, 918.5479, 596.6996
1143.32, 0, 254, 918.5479, 596.6996
1144.319, 0, 255, 918.5479, 596.6996
1145.315, 0, 256, 918.5479, 596.6996
1145.315, 0, 257, 918.5479, 596.6996
1146.313, 0, 258, 918.5479, 596.6996
1147.311, 0, 259, 918.5479, 596.6996
1148.308, 0, 260, 918.5479, 599.34
1149.304, 0, 261, 918.5479, 599.34
1150.302, 0, 262, 918.5479, 599.34
1151.3, 0, 263, 918.5479, 599.34
1152.297, 0, 264, 918.5479, 599.34
1153.295, 0, 265, 918.5479, 599.34
1154.292, 0, 266, 918.5479, 599.34
1155.288, 0, 267, 918.5479, 599.34
1156.285, 0, 268, 921.1881, 599.34
1157.283, 0, 269, 921.1881, 599.34
1158.28, 0, 270, 921.1881, 599.34
1159.277, 0, 271, 921.1881, 599.34
1159.277, 0, 272, 921.1881, 599.34
1160.275, 0, 273, 921.1881, 599.34
1161.273, 0, 274, 921.1881, 599.34
1162.271, 0, 275, 921.1881, 599.34
1163.267, 0, 276, 921.1881, 599.34
1164.264, 0, 277, 921.1881, 599.34
1165.262, 0, 278, 921.1881, 599.34
1166.26, 0, 279, 921.1881, 599.34
1167.257, 0, 280, 921.1881, 599.34
1167.257, 0, 281, 921.1881, 599.34
1168.253, 0, 282, 921.1881, 599.34
1169.251, 0, 283, 921.1881, 599.34
1170.248, 0, 284, 921.1881, 599.34
1171.245, 0, 285, 921.1881, 599.34
1172.244, 0, 286, 921.1881, 599.34
1173.241, 0, 287, 921.1881, 599.34
1174.238, 0, 288, 921.1881, 599.34
1175.236, 0, 289, 921.1881, 599.34
1175.236, 0, 290, 921.1881, 599.34
1177.229, 0, 291, 923.8284, 599.34
1178.228, 0, 292, 923.8284, 599.34
1179.224, 0, 293, 923.8284, 599.34
1179.224, 0, 294, 923.8284, 599.34
1180.222, 0, 295, 923.8284, 599.34
1181.219, 0, 296, 923.8284, 599.34
1182.217, 0, 297, 923.8284, 599.34
1183.214, 0, 298, 923.8284, 599.34
1184.212, 0, 299, 926.4686, 601.9802
1185.208, 0, 300, 926.4686, 601.9802
1186.205, 0, 301, 926.4686, 601.9802
1187.203, 0, 302, 926.4686, 601.9802
1188.2, 0, 303, 926.4686, 601.9802
1189.198, 0, 304, 926.4686, 601.9802
1189.198, 0, 305, 926.4686, 601.9802
1190.195, 0, 306, 926.4686, 601.9802
1191.193, 0, 307, 926.4686, 601.9802
1192.191, 0, 308, 929.1089, 601.9802
1193.187, 0, 309, 929.1089, 601.9802
1194.184, 0, 310, 929.1089, 601.9802
1195.183, 0, 311, 929.1089, 601.9802
1196.179, 0, 312, 929.1089, 601.9802
1197.176, 0, 313, 929.1089, 601.9802
1198.174, 0, 314, 929.1089, 601.9802
1199.172, 0, 315, 929.1089, 601.9802
1200.169, 0, 316, 937.0297, 601.9802
1201.166, 0, 317, 937.0297, 601.9802
1202.163, 0, 318, 937.0297, 601.9802
1203.161, 0, 319, 937.0297, 601.9802
1204.159, 0, 320, 937.0297, 601.9802
1204.159, 0, 321, 937.0297, 601.9802
1205.155, 0, 322, 937.0297, 601.9802
1206.153, 0, 323, 937.0297, 601.9802
1207.151, 0, 324, 937.0297, 601.9802
1208.148, 0, 325, 944.9505, 601.9802
1209.145, 0, 326, 944.9505, 601.9802
1210.142, 0, 327, 944.9505, 601.9802
1211.14, 0, 328, 944.9505, 601.9802
1212.137, 0, 329, 944.9505, 601.9802
1213.135, 0, 330, 944.9505, 601.9802
1214.132, 0, 331, 944.9505, 601.9802
1214.132, 0, 332, 944.9505, 601.9802
1215.128, 0, 333, 944.9505, 601.9802
1217.123, 0, 334, 952.8713, 601.9802
1217.123, 0, 335, 952.8713, 601.9802
1218.12, 0, 336, 952.8713, 601.9802
1219.118, 0, 337, 952.8713, 601.9802
1220.116, 0, 338, 952.8713, 601.9802
1221.112, 0, 339, 952.8713, 601.9802
1222.111, 0, 340, 952.8713, 601.9802
1223.108, 0, 341, 952.8713, 601.9802
1224.105, 0, 342, 958.1518, 601.9802
1225.102, 0, 343, 958.1518, 601.9802
1226.099, 0, 344, 958.1518, 601.9802
1227.097, 0, 345, 958.1518, 601.9802
1228.094, 0, 346, 958.1518, 601.9802
1229.092, 0, 347, 958.1518, 601.9802
1229.092, 0, 348, 958.1518, 601.9802
1230.088, 0, 349, 958.1518, 601.9802
1231.086, 0, 350, 958.1518, 601.9802
1232.084, 0, 351, 968.7128, 601.9802
1233.08, 0, 352, 968.7128, 601.9802
1234.078, 0, 353, 968.7128, 601.9802
1235.075, 0, 354, 968.7128, 601.9802
1236.072, 0, 355, 968.7128, 601.9802
1237.07, 0, 356, 968.7128, 601.9802
1238.068, 0, 357, 968.7128, 601.9802
1239.064, 0, 358, 968.7128, 601.9802
1239.064, 0, 359, 968.7128, 601.9802
1241.059, 0, 360, 973.9934, 601.9802
1242.057, 0, 361, 973.9934, 601.9802
1242.057, 0, 362, 973.9934, 601.9802
1243.053, 0, 363, 973.9934, 601.9802
1244.051, 0, 364, 973.9934, 601.9802
1245.048, 0, 365, 973.9934, 601.9802
1246.047, 0, 366, 973.9934, 601.9802
1247.044, 0, 367, 973.9934, 601.9802
1248.04, 0, 368, 976.6337, 601.9802
1249.037, 0, 369, 976.6337, 601.9802
1250.036, 0, 370, 976.6337, 601.9802
1251.032, 0, 371, 976.6337, 601.9802
1252.03, 0, 372, 976.6337, 601.9802
1253.028, 0, 373, 976.6337, 601.9802
1254.024, 0, 374, 976.6337, 601.9802
1254.024, 0, 375, 976.6337, 601.9802
1255.022, 0, 376, 976.6337, 601.9802
1256.02, 0, 377, 979.2739, 601.9802
1257.016, 0, 378, 979.2739, 601.9802
1258.014, 0, 379, 979.2739, 601.9802
1259.012, 0, 380, 979.2739, 601.9802
1260.009, 0, 381, 979.2739, 601.9802
1261.006, 0, 382, 979.2739, 601.9802
1262.003, 0, 383, 979.2739, 601.9802
1263.001, 0, 384, 979.2739, 601.9802
1263.998, 0, 385, 979.2739, 601.9802
1263.998, 0, 386, 979.2739, 601.9802
1264.995, 0, 387, 979.2739, 601.9802
1265.993, 0, 388, 979.2739, 601.9802
1266.991, 0, 389, 979.2739, 601.9802
1267.987, 0, 390, 979.2739, 601.9802
1268.984, 0, 391, 979.2739, 601.9802
1269.981, 0, 392, 979.2739, 601.9802
1270.98, 0, 393, 979.2739, 601.9802
1271.977, 0, 394, 979.2739, 601.9802
1272.975, 0, 395, 979.2739, 601.9802
1272.975, 0, 396, 979.2739, 601.9802
1273.972, 0, 397, 979.2739, 601.9802
1274.969, 0, 398, 979.2739, 601.9802
1275.966, 0, 399, 979.2739, 601.9802
1276.964, 0, 400, 979.2739, 601.9802
1277.961, 0, 401, 979.2739, 601.9802
1278.958, 0, 402, 979.2739, 601.9802
1279.955, 0, 403, 979.2739, 601.9802
1279.955, 0, 404, 979.2739, 601.9802
1280.953, 0, 405, 979.2739, 601.9802
1281.95, 0, 406, 979.2739, 601.9802
1282.947, 0, 407, 979.2739, 601.9802
1283.944, 0, 408, 981.9142, 601.9802
1284.941, 0, 409, 981.9142, 601.9802
1285.939, 0, 410, 981.9142, 601.9802
1286.937, 0, 411, 981.9142, 601.9802
1287.934, 0, 412, 981.9142, 601.9802
1288.932, 0, 413, 981.9142, 601.9802
1289.929, 0, 414, 981.9142, 601.9802
1290.926, 0, 415, 981.9142, 601.9802
1290.926, 0, 416, 981.9142, 601.9802
1291.923, 0, 417, 981.9142, 601.9802
1292.921, 0, 418, 981.9142, 601.9802
1293.917, 0, 419, 981.9142, 601.9802
1294.916, 0, 420, 981.9142, 601.9802
1295.913, 0, 421, 981.9142, 601.9802
1296.909, 0, 422, 981.9142, 601.9802
1297.908, 0, 423, 981.9142, 601.9802
1298.905, 0, 424, 981.9142, 601.9802
1298.905, 0, 425, 981.9142, 601.9802
1299.901, 0, 426, 981.9142, 601.9802
1300.899, 0, 427, 981.9142, 601.9802
1301.898, 0, 428, 981.9142, 601.9802
1302.894, 0, 429, 981.9142, 601.9802
1303.892, 0, 430, 981.9142, 601.9802
1304.889, 0, 431, 981.9142, 601.9802
1305.886, 0, 432, 981.9142, 601.9802
1306.884, 0, 433, 981.9142, 601.9802
1306.884, 0, 434, 981.9142, 601.9802
1308.877, 0, 435, 984.5544, 601.9802
1309.876, 0, 436, 984.5544, 601.9802
1309.876, 0, 437, 984.5544, 601.9802
1310.872, 0, 438, 984.5544, 601.9802
1311.87, 0, 439, 984.5544, 601.9802
1312.868, 0, 440, 984.5544, 601.9802
1313.865, 0, 441, 984.5544, 601.9802
1314.862, 0, 442, 984.5544, 601.9802
1315.861, 0, 443, 984.5544, 601.9802
1316.856, 0, 444, 987.1947, 599.34
1317.854, 0, 445, 987.1947, 599.34
1318.852, 0, 446, 987.1947, 599.34
1319.849, 0, 447, 987.1947, 599.34
1320.846, 0, 448, 987.1947, 599.34
1321.842, 0, 449, 987.1947, 599.34
1321.842, 0, 450, 987.1947, 599.34
1322.841, 0, 451, 987.1947, 599.34
1323.838, 0, 452, 989.835, 596.6996
1324.835, 0, 453, 989.835, 596.6996
1325.833, 0, 454, 989.835, 596.6996
1326.83, 0, 455, 989.835, 596.6996
1327.828, 0, 456, 989.835, 596.6996
1328.825, 0, 457, 989.835, 596.6996
1329.822, 0, 458, 989.835, 596.6996
1330.819, 0, 459, 989.835, 596.6996
1331.817, 0, 460, 989.835, 596.6996
1332.813, 0, 461, 992.4752, 594.0594
1333.811, 0, 462, 992.4752, 594.0594
1334.809, 0, 463, 992.4752, 594.0594
1334.809, 0, 464, 992.4752, 594.0594
1335.805, 0, 465, 992.4752, 594.0594
1336.803, 0, 466, 992.4752, 594.0594
1337.801, 0, 467, 992.4752, 594.0594
1338.798, 0, 468, 992.4752, 594.0594
1339.796, 0, 469, 992.4752, 594.0594
1340.792, 0, 470, 992.4752, 588.7789
1341.789, 0, 471, 992.4752, 588.7789
1342.787, 0, 472, 992.4752, 588.7789
1343.784, 0, 473, 992.4752, 588.7789
1344.782, 0, 474, 992.4752, 588.7789
1345.78, 0, 475, 992.4752, 588.7789
1345.78, 0, 476, 992.4752, 588.7789
1346.776, 0, 477, 992.4752, 588.7789
1347.774, 0, 478, 992.4752, 588.7789
1348.771, 0, 479, 992.4752, 588.7789
1349.769, 0, 480, 992.4752, 588.7789
1350.766, 0, 481, 992.4752, 588.7789
1351.764, 0, 482, 992.4752, 588.7789
1352.76, 0, 483, 995.1155, 586.1386
1353.757, 0, 484, 995.1155, 586.1386
1354.755, 0, 485, 995.1155, 586.1386
1355.753, 0, 486, 995.1155, 586.1386
1356.75, 0, 487, 995.1155, 586.1386
1357.746, 0, 488, 995.1155, 586.1386
1357.746, 0, 489, 995.1155, 586.1386
1358.745, 0, 490, 995.1155, 586.1386
1359.742, 0, 491, 997.7557, 583.4984
1360.739, 0, 492, 997.7557, 583.4984
1361.737, 0, 493, 997.7557, 583.4984
1362.734, 0, 494, 997.7557, 583.4984
1363.731, 0, 495, 997.7557, 583.4984
1364.729, 0, 496, 997.7557, 583.4984
1365.725, 0, 497, 997.7557, 583.4984
1366.723, 0, 498, 997.7557, 583.4984
1367.72, 0, 499, 997.7557, 583.4984
1368.718, 0, 500, 1000.396, 575.5776
1369.715, 0, 501, 1000.396, 575.5776
1370.713, 0, 502, 1000.396, 575.5776
1373.705, 0, 503, 1000.396, 575.5776
1374.702, 0, 504, 1000.396, 575.5776
1375.698, 0, 505, 1003.036, 570.2971
1376.696, 0, 506, 1003.036, 570.2971
1377.694, 0, 507, 1003.036, 570.2971
1378.692, 0, 508, 1003.036, 570.2971
1379.689, 0, 509, 1003.036, 570.2971
1380.686, 0, 510, 1003.036, 570.2971
1381.683, 0, 511, 1003.036, 570.2971
1382.681, 0, 512, 1003.036, 570.2971
1383.678, 0, 513, 1003.036, 570.2971
1384.675, 0, 514, 1005.677, 565.0165
1385.673, 0, 515, 1005.677, 565.0165
1386.669, 0, 516, 1005.677, 565.0165
1387.667, 0, 517, 1005.677, 565.0165
1387.667, 0, 518, 1005.677, 565.0165
1388.665, 0, 519, 1005.677, 565.0165
1389.662, 0, 520, 1005.677, 565.0165
1390.66, 0, 521, 1005.677, 565.0165
1391.657, 0, 522, 1005.677, 565.0165
1392.654, 0, 523, 1008.317, 559.736
1393.651, 0, 524, 1008.317, 559.736
1394.649, 0, 525, 1008.317, 559.736
1395.646, 0, 526, 1008.317, 559.736
1396.643, 0, 527, 1008.317, 559.736
1397.641, 0, 528, 1008.317, 559.736
1398.637, 0, 529, 1008.317, 559.736
1399.635, 0, 530, 1008.317, 559.736
1400.632, 0, 531, 1008.317, 554.4554
1401.631, 0, 532, 1008.317, 554.4554
1401.631, 0, 533, 1008.317, 554.4554
1402.626, 0, 534, 1008.317, 554.4554
1403.624, 0, 535, 1008.317, 554.4554
1404.622, 0, 536, 1008.317, 554.4554
1405.618, 0, 537, 1008.317, 554.4554
1406.616, 0, 538, 1008.317, 554.4554
1407.614, 0, 539, 1008.317, 554.4554
1408.611, 0, 540, 1010.957, 546.5347
