Time, Stroke, Point, x, y
7137.377, 0, 0, 805.0165, 316.8317
7138.375, 0, 1, 805.0165, 316.8317
7139.372, 0, 2, 805.0165, 316.8317
7140.37, 0, 3, 805.0165, 316.8317
7141.367, 0, 4, 805.0165, 316.8317
7142.363, 0, 5, 805.0165, 316.8317
7143.362, 0, 6, 805.0165, 316.8317
7144.36, 0, 7, 805.0165, 316.8317
7145.356, 0, 8, 805.0165, 316.8317
7146.353, 0, 9, 805.0165, 316.8317
7147.35, 0, 10, 805.0165, 316.8317
7148.347, 0, 11, 805.0165, 316.8317
7149.345, 0, 12, 805.0165, 316.8317
7150.343, 0, 13, 805.0165, 316.8317
7151.339, 0, 14, 805.0165, 316.8317
7152.338, 0, 15, 805.0165, 316.8317
7153.334, 0, 16, 805.0165, 316.8317
7154.332, 0, 17, 805.0165, 316.8317
7155.33, 0, 18, 805.0165, 316.8317
7156.326, 0, 19, 805.0165, 316.8317
7156.326, 0, 20, 805.0165, 316.8317
7157.324, 0, 21, 805.0165, 316.8317
7158.322, 0, 22, 805.0165, 316.8317
7159.319, 0, 23, 805.0165, 316.8317
7160.316, 0, 24, 805.0165, 316.8317
7161.314, 0, 25, 805.0165, 316.8317
7162.311, 0, 26, 805.0165, 316.8317
7163.307, 0, 27, 805.0165, 316.8317
7164.305, 0, 28, 805.0165, 316.8317
7165.302, 0, 29, 807.6567, 316.8317
7166.3, 0, 30, 807.6567, 316.8317
7167.297, 0, 31, 807.6567, 316.8317
7168.294, 0, 32, 807.6567, 316.8317
7169.292, 0, 33, 807.6567, 316.8317
7170.289, 0, 34, 807.6567, 316.8317
7171.287, 0, 35, 807.6567, 316.8317
7172.285, 0, 36, 807.6567, 316.8317
7173.281, 0, 37, 807.6567, 316.8317
7174.278, 0, 38, 807.6567, 316.8317
7175.275, 0, 39, 807.6567, 316.8317
7176.272, 0, 40, 807.6567, 316.8317
7177.271, 0, 41, 807.6567, 316.8317
7178.268, 0, 42, 807.6567, 316.8317
7179.265, 0, 43, 807.6567, 316.8317
7180.262, 0, 44, 807.6567, 316.8317
7180.262, 0, 45, 807.6567, 316.8317
7181.26, 0, 46, 807.6567, 316.8317
7182.257, 0, 47, 807.6567, 316.8317
7183.255, 0, 48, 807.6567, 316.8317
7184.251, 0, 49, 807.6567, 316.8317
7185.25, 0, 50, 807.6567, 316.8317
7186.247, 0, 51, 807.6567, 316.8317
7187.244, 0, 52, 807.6567, 316.8317
7188.241, 0, 53, 807.6567, 316.8317
7189.238, 0, 54, 807.6567, 316.8317
7190.235, 0, 55, 807.6567, 316.8317
7191.232, 0, 56, 807.6567, 316.8317
7192.23, 0, 57, 807.6567, 316.8317
7193.229, 0, 58, 807.6567, 316.8317
7194.225, 0, 59, 807.6567, 316.8317
7195.222, 0, 60, 807.6567, 316.8317
7196.219, 0, 61, 807.6567, 316.8317
7197.217, 0, 62, 807.6567, 316.8317
7198.214, 0, 63, 810.297, 316.8317
7199.212, 0, 64, 810.297, 316.8317
7200.208, 0, 65, 810.297, 316.8317
7201.206, 0, 66, 810.297, 316.8317
7202.204, 0, 67, 810.297, 316.8317
7203.201, 0, 68, 810.297, 316.8317
7204.198, 0, 69, 810.297, 316.8317
7205.195, 0, 70, 810.297, 316.8317
7206.194, 0, 71, 810.297, 316.8317
7206.194, 0, 72, 810.297, 316.8317
7207.191, 0, 73, 810.297, 316.8317
7208.188, 0, 74, 810.297, 316.8317
7209.185, 0, 75, 810.297, 316.8317
7210.183, 0, 76, 810.297, 316.8317
7211.181, 0, 77, 810.297, 316.8317
7212.178, 0, 78, 810.297, 316.8317
7213.174, 0, 79, 810.297, 316.8317
7214.171, 0, 80, 810.297, 316.8317
7215.168, 0, 81, 810.297, 316.8317
7216.166, 0, 82, 810.297, 316.8317
7217.17, 0, 83, 810.297, 316.8317
7218.162, 0, 84, 810.297, 316.8317
7219.159, 0, 85, 810.297, 316.8317
7220.155, 0, 86, 810.297, 316.8317
7221.152, 0, 87, 810.297, 316.8317
7222.15, 0, 88, 812.9373, 316.8317
7223.148, 0, 89, 812.9373, 316.8317
7224.145, 0, 90, 812.9373, 316.8317
7225.143, 0, 91, 812.9373, 316.8317
7226.139, 0, 92, 812.9373, 316.8317
