Time, Stroke, Point, x, y
772.5769, 0, 0, 902.7062, 599.34
773.5744, 0, 1, 902.7062, 599.34
774.5717, 0, 2, 902.7062, 599.34
775.569, 0, 3, 902.7062, 599.34
776.5664, 0, 4, 902.7062, 599.34
777.5637, 0, 5, 894.7855, 591.4191
778.5611, 0, 6, 894.7855, 591.4191
779.5592, 0, 7, 894.7855, 591.4191
780.556, 0, 8, 894.7855, 591.4191
781.553, 0, 9, 894.7855, 591.4191
782.551, 0, 10, 894.7855, 591.4191
783.5477, 0, 11, 894.7855, 591.4191
784.545, 0, 12, 894.7855, 591.4191
785.5423, 0, 13, 892.1452, 586.1386
786.5395, 0, 14, 892.1452, 586.1386
787.5369, 0, 15, 892.1452, 586.1386
788.5343, 0, 16, 892.1452, 586.1386
789.5316, 0, 17, 892.1452, 586.1386
790.5289, 0, 18, 892.1452, 586.1386
791.5263, 0, 19, 892.1452, 586.1386
792.5237, 0, 20, 892.1452, 586.1386
793.5209, 0, 21, 884.2244, 578.2178
794.5186, 0, 22, 884.2244, 578.2178
795.5165, 0, 23, 884.2244, 578.2178
796.5132, 0, 24, 884.2244, 578.2178
797.5104, 0, 25, 884.2244, 578.2178
798.5076, 0, 26, 884.2244, 578.2178
799.5049, 0, 27, 884.2244, 578.2178
800.5024, 0, 28, 884.2244, 578.2178
801.4998, 0, 29, 873.6633, 567.6567
802.4969, 0, 30, 873.6633, 567.6567
803.4943, 0, 31, 873.6633, 567.6567
804.4915, 0, 32, 873.6633, 567.6567
805.4889, 0, 33, 873.6633, 567.6567
806.4862, 0, 34, 873.6633, 567.6567
807.4835, 0, 35, 873.6633, 567.6567
808.481, 0, 36, 873.6633, 567.6567
809.4783, 0, 37, 865.7426, 554.4554
810.4755, 0, 38, 865.7426, 554.4554
811.4729, 0, 39, 865.7426, 554.4554
812.4704, 0, 40, 865.7426, 554.4554
813.4672, 0, 41, 865.7426, 554.4554
814.4653, 0, 42, 865.7426, 554.4554
815.4624, 0, 43, 865.7426, 554.4554
816.4596, 0, 44, 865.7426, 554.4554
817.4574, 0, 45, 855.1815, 538.6139
818.4542, 0, 46, 855.1815, 538.6139
819.4515, 0, 47, 855.1815, 538.6139
820.4489, 0, 48, 855.1815, 538.6139
821.4463, 0, 49, 855.1815, 538.6139
822.4435, 0, 50, 855.1815, 538.6139
823.441, 0, 51, 855.1815, 538.6139
824.4384, 0, 52, 855.1815, 538.6139
825.4357, 0, 53, 844.6204, 522.7723
826.433, 0, 54, 844.6204, 522.7723
827.4302, 0, 55, 844.6204, 522.7723
828.4276, 0, 56, 844.6204, 522.7723
829.4249, 0, 57, 844.6204, 522.7723
830.4224, 0, 58, 844.6204, 522.7723
830.4224, 0, 59, 844.6204, 522.7723
831.4196, 0, 60, 844.6204, 522.7723
832.4171, 0, 61, 844.6204, 522.7723
833.4143, 0, 62, 831.4191, 504.2904
834.4117, 0, 63, 831.4191, 504.2904
835.4089, 0, 64, 831.4191, 504.2904
836.4063, 0, 65, 831.4191, 504.2904
837.4036, 0, 66, 831.4191, 504.2904
838.401, 0, 67, 831.4191, 504.2904
839.3986, 0, 68, 831.4191, 504.2904
840.3956, 0, 69, 831.4191, 504.2904
841.3931, 0, 70, 820.8581, 483.1683
842.3902, 0, 71, 820.8581, 483.1683
843.3877, 0, 72, 820.8581, 483.1683
844.3849, 0, 73, 820.8581, 483.1683
845.3823, 0, 74, 820.8581, 483.1683
846.3796, 0, 75, 820.8581, 483.1683
847.3771, 0, 76, 820.8581, 483.1683
848.3743, 0, 77, 820.8581, 483.1683
