Time, Stroke, Point, x, y
1225.716, 0, 0, 746.9307, 554.4554
1226.714, 0, 1, 746.9307, 554.4554
1227.712, 0, 2, 746.9307, 554.4554
1228.708, 0, 3, 746.9307, 554.4554
1229.706, 0, 4, 746.9307, 554.4554
1230.704, 0, 5, 746.9307, 554.4554
1231.7, 0, 6, 746.9307, 554.4554
1232.697, 0, 7, 746.9307, 554.4554
1233.696, 0, 8, 746.9307, 554.4554
1234.692, 0, 9, 746.9307, 554.4554
1235.691, 0, 10, 746.9307, 554.4554
1236.688, 0, 11, 746.9307, 554.4554
1237.684, 0, 12, 746.9307, 554.4554
1237.684, 0, 13, 746.9307, 554.4554
1238.682, 0, 14, 746.9307, 554.4554
1239.68, 0, 15, 746.9307, 554.4554
1240.677, 0, 16, 746.9307, 554.4554
1241.675, 0, 17, 746.9307, 554.4554
1242.671, 0, 18, 746.9307, 554.4554
1243.668, 0, 19, 746.9307, 554.4554
1244.667, 0, 20, 746.9307, 554.4554
1245.664, 0, 21, 746.9307, 554.4554
1246.661, 0, 22, 746.9307, 554.4554
1247.658, 0, 23, 746.9307, 554.4554
1248.656, 0, 24, 746.9307, 554.4554
1248.656, 0, 25, 746.9307, 554.4554
1249.653, 0, 26, 746.9307, 554.4554
1250.65, 0, 27, 746.9307, 554.4554
1251.647, 0, 28, 746.9307, 554.4554
1252.644, 0, 29, 746.9307, 554.4554
1253.642, 0, 30, 746.9307, 554.4554
1254.64, 0, 31, 746.9307, 554.4554
1255.637, 0, 32, 746.9307, 554.4554
1256.634, 0, 33, 746.9307, 554.4554
1257.632, 0, 34, 746.9307, 554.4554
1258.629, 0, 35, 746.9307, 554.4554
1259.627, 0, 36, 746.9307, 554.4554
1260.623, 0, 37, 746.9307, 554.4554
1260.623, 0, 38, 746.9307, 554.4554
1261.62, 0, 39, 746.9307, 554.4554
1262.618, 0, 40, 746.9307, 554.4554
1263.616, 0, 41, 746.9307, 554.4554
1264.613, 0, 42, 746.9307, 554.4554
1265.61, 0, 43, 746.9307, 554.4554
1266.607, 0, 44, 746.9307, 554.4554
1267.605, 0, 45, 746.9307, 554.4554
1268.602, 0, 46, 746.9307, 554.4554
1269.599, 0, 47, 746.9307, 554.4554
1270.597, 0, 48, 749.5709, 554.4554
1271.594, 0, 49, 749.5709, 554.4554
1272.592, 0, 50, 749.5709, 554.4554
1273.588, 0, 51, 749.5709, 554.4554
1274.586, 0, 52, 749.5709, 554.4554
1275.584, 0, 53, 749.5709, 554.4554
1276.582, 0, 54, 749.5709, 554.4554
1277.578, 0, 55, 749.5709, 554.4554
1277.578, 0, 56, 749.5709, 554.4554
1278.575, 0, 57, 749.5709, 554.4554
1279.573, 0, 58, 749.5709, 554.4554
1280.571, 0, 59, 749.5709, 554.4554
1281.568, 0, 60, 749.5709, 554.4554
1282.564, 0, 61, 762.7723, 559.736
1283.562, 0, 62, 762.7723, 559.736
1284.56, 0, 63, 762.7723, 559.736
1285.557, 0, 64, 762.7723, 559.736
1286.554, 0, 65, 762.7723, 559.736
1287.551, 0, 66, 762.7723, 559.736
1288.549, 0, 67, 762.7723, 559.736
1289.547, 0, 68, 762.7723, 559.736
1290.544, 0, 69, 762.7723, 559.736
1291.54, 0, 70, 783.8943, 565.0165
1292.538, 0, 71, 783.8943, 565.0165
1293.536, 0, 72, 783.8943, 565.0165
1294.533, 0, 73, 783.8943, 565.0165
1295.235, 0, 74, 783.8943, 565.0165
1297.223, 0, 75, 783.8943, 565.0165
1298.221, 0, 76, 805.0165, 567.6567
1299.219, 0, 77, 805.0165, 567.6567
1300.216, 0, 78, 805.0165, 567.6567
1301.214, 0, 79, 805.0165, 567.6567
1302.21, 0, 80, 805.0165, 567.6567
1303.208, 0, 81, 805.0165, 567.6567
1304.205, 0, 82, 805.0165, 567.6567
1305.202, 0, 83, 805.0165, 567.6567
1306.2, 0, 84, 805.0165, 567.6567
1307.196, 0, 85, 834.0594, 575.5776
1308.194, 0, 86, 834.0594, 575.5776
1309.191, 0, 87, 834.0594, 575.5776
